#Variables 40
#Constraints 0
Objsense Min
VariablesInfo
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
Objective 7243
Offset 0.0
[1, 2, 3, 4] 64.0
[1, 2, 4, 5] 64.0
[1, 2, 5, 6] 64.0
[1, 2, 6, 7] 64.0
[1, 2, 7, 8] 64.0
[1, 2, 8, 9] 64.0
[1, 2, 9, 10] 64.0
[1, 2, 10, 11] 64.0
[1, 2, 11, 12] 64.0
[1, 2, 12, 13] 64.0
[1, 2, 13, 14] 64.0
[1, 2, 14, 15] 64.0
[1, 2, 15, 16] 64.0
[1, 2, 16, 17] 64.0
[1, 2, 17, 18] 64.0
[1, 2, 18, 19] 64.0
[1, 2, 19, 20] 64.0
[1, 3, 4, 6] 64.0
[1, 3, 5, 7] 64.0
[1, 3, 6, 8] 64.0
[1, 3, 7, 9] 64.0
[1, 3, 8, 10] 64.0
[1, 3, 9, 11] 64.0
[1, 3, 10, 12] 64.0
[1, 3, 11, 13] 64.0
[1, 3, 12, 14] 64.0
[1, 3, 13, 15] 64.0
[1, 3, 14, 16] 64.0
[1, 3, 15, 17] 64.0
[1, 3, 16, 18] 64.0
[1, 3, 17, 19] 64.0
[1, 3, 18, 20] 64.0
[1, 4, 5, 8] 64.0
[1, 4, 6, 9] 64.0
[1, 4, 7, 10] 64.0
[1, 4, 8, 11] 64.0
[1, 4, 9, 12] 64.0
[1, 4, 10, 13] 64.0
[1, 4, 11, 14] 64.0
[1, 4, 12, 15] 64.0
[1, 4, 13, 16] 64.0
[1, 4, 14, 17] 64.0
[1, 4, 15, 18] 64.0
[1, 4, 16, 19] 64.0
[1, 4, 17, 20] 64.0
[1, 5, 6, 10] 64.0
[1, 5, 7, 11] 64.0
[1, 5, 8, 12] 64.0
[1, 5, 9, 13] 64.0
[1, 5, 10, 14] 64.0
[1, 5, 11, 15] 64.0
[1, 5, 12, 16] 64.0
[1, 5, 13, 17] 64.0
[1, 5, 14, 18] 64.0
[1, 5, 15, 19] 64.0
