#Variables 50
#Constraints 0
Objsense Min
VariablesInfo
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
Objective 882
Offset 0.0
[1, 2, 3, 4] 64.0
[1, 2, 4, 5] 64.0
[1, 2, 5, 6] 64.0
[1, 3, 4, 6] 64.0
[2, 3, 4, 5] 128.0
[2, 3, 5, 6] 128.0
[2, 3, 6, 7] 64.0
[2, 4, 5, 7] 64.0
[3, 4, 5, 6] 192.0
[3, 4, 6, 7] 128.0
[3, 4, 7, 8] 64.0
[3, 5, 6, 8] 64.0
[4, 5, 6, 7] 192.0
[4, 5, 7, 8] 128.0
[4, 5, 8, 9] 64.0
[4, 6, 7, 9] 64.0
[5, 6, 7, 8] 192.0
[5, 6, 8, 9] 128.0
[5, 6, 9, 10] 64.0
[5, 7, 8, 10] 64.0
[6, 7, 8, 9] 192.0
[6, 7, 9, 10] 128.0
[6, 7, 10, 11] 64.0
[6, 8, 9, 11] 64.0
[7, 8, 9, 10] 192.0
[7, 8, 10, 11] 128.0
[7, 8, 11, 12] 64.0
[7, 9, 10, 12] 64.0
[8, 9, 10, 11] 192.0
[8, 9, 11, 12] 128.0
[8, 9, 12, 13] 64.0
[8, 10, 11, 13] 64.0
[9, 10, 11, 12] 192.0
[9, 10, 12, 13] 128.0
[9, 10, 13, 14] 64.0
[9, 11, 12, 14] 64.0
[10, 11, 12, 13] 192.0
[10, 11, 13, 14] 128.0
[10, 11, 14, 15] 64.0
[10, 12, 13, 15] 64.0
[11, 12, 13, 14] 192.0
[11, 12, 14, 15] 128.0
[11, 12, 15, 16] 64.0
[11, 13, 14, 16] 64.0
[12, 13, 14, 15] 192.0
[12, 13, 15, 16] 128.0
[12, 13, 16, 17] 64.0
[12, 14, 15, 17] 64.0
