#Variables 30
#Constraints 0
Objsense Min
VariablesInfo
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
Objective 926
Offset 0.0
[1, 2, 3, 4] 64.0
[1, 2, 4, 5] 64.0
[1, 2, 5, 6] 64.0
[1, 2, 6, 7] 64.0
[1, 2, 7, 8] 64.0
[1, 3, 4, 6] 64.0
[1, 3, 5, 7] 64.0
[1, 3, 6, 8] 64.0
[1, 4, 5, 8] 64.0
[2, 3, 4, 5] 128.0
[2, 3, 5, 6] 128.0
[2, 3, 6, 7] 128.0
[2, 3, 7, 8] 128.0
[2, 3, 8, 9] 64.0
[2, 4, 5, 7] 128.0
[2, 4, 6, 8] 128.0
[2, 4, 7, 9] 64.0
[2, 5, 6, 9] 64.0
[3, 4, 5, 6] 192.0
[3, 4, 6, 7] 192.0
[3, 4, 7, 8] 192.0
[3, 4, 8, 9] 128.0
[3, 4, 9, 10] 64.0
[3, 5, 6, 8] 192.0
[3, 5, 7, 9] 128.0
[3, 5, 8, 10] 64.0
[3, 6, 7, 10] 64.0
[4, 5, 6, 7] 256.0
[4, 5, 7, 8] 256.0
[4, 5, 8, 9] 192.0
[4, 5, 9, 10] 128.0
[4, 5, 10, 11] 64.0
[4, 6, 7, 9] 192.0
[4, 6, 8, 10] 128.0
[4, 6, 9, 11] 64.0
[4, 7, 8, 11] 64.0
[5, 6, 7, 8] 320.0
[5, 6, 8, 9] 256.0
[5, 6, 9, 10] 192.0
[5, 6, 10, 11] 128.0
[5, 6, 11, 12] 64.0
[5, 7, 8, 10] 192.0
[5, 7, 9, 11] 128.0
[5, 7, 10, 12] 64.0
[5, 8, 9, 12] 64.0
[6, 7, 8, 9] 320.0
[6, 7, 9, 10] 256.0
[6, 7, 10, 11] 192.0
[6, 7, 11, 12] 128.0
[6, 7, 12, 13] 64.0
[6, 8, 9, 11] 192.0
[6, 8, 10, 12] 128.0
[6, 8, 11, 13] 64.0
[6, 9, 10, 13] 64.0
[7, 8, 9, 10] 320.0
[7, 8, 10, 11] 256.0
[7, 8, 11, 12] 192.0
[7, 8, 12, 13] 128.0
[7, 8, 13, 14] 64.0
[7, 9, 10, 12] 192.0
[7, 9, 11, 13] 128.0
[7, 9, 12, 14] 64.0
