#Variables 35
#Constraints 0
Objsense Min
VariablesInfo
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
0.0 1.0 Bin
Objective 10252
Offset 0.0
[1, 3, 4, 5] 64.0
[1, 3, 5, 6] 64.0
[1, 3, 6, 7] 64.0
[1, 3, 7, 8] 64.0
[1, 3, 8, 9] 64.0
[1, 3, 9, 10] 64.0
[1, 3, 10, 11] 64.0
[1, 3, 11, 12] 64.0
[1, 3, 12, 13] 64.0
[1, 3, 13, 14] 64.0
[1, 3, 14, 15] 64.0
[1, 3, 15, 16] 64.0
[1, 3, 16, 17] 64.0
[1, 3, 17, 18] 64.0
[1, 3, 18, 19] 64.0
[1, 3, 19, 20] 64.0
[1, 3, 20, 21] 64.0
[1, 3, 21, 22] 64.0
[1, 3, 22, 23] 64.0
[1, 3, 23, 24] 64.0
[1, 3, 24, 25] 64.0
[1, 3, 25, 26] 64.0
[1, 3, 26, 27] 64.0
[1, 3, 27, 28] 64.0
[1, 3, 28, 29] 64.0
[1, 3, 29, 30] 64.0
[1, 3, 30, 31] 64.0
[1, 3, 31, 32] 64.0
[1, 3, 32, 33] 64.0
[1, 3, 33, 34] 64.0
[1, 3, 34, 35] 64.0
[1, 2, 3, 35] 64.0
[1, 4, 5, 7] 64.0
[1, 4, 6, 8] 64.0
[1, 4, 7, 9] 64.0
[1, 4, 8, 10] 64.0
[1, 4, 9, 11] 64.0
[1, 4, 10, 12] 64.0
[1, 4, 11, 13] 64.0
[1, 4, 12, 14] 64.0
[1, 4, 13, 15] 64.0
[1, 4, 14, 16] 64.0
