#Variables 20
#Constraints 0
Objsense Min
VariablesInfo
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
Objective 60
Offset 0.0
[1, 7, 11, 13] -84.0
[3, 5, 6, 9] 43.0
[3, 8, 9, 15] -72.0
[2, 4, 5, 11] -98.0
[1, 5, 10, 19] -15.0
[2, 6, 11, 17] -76.0
[8, 11, 16, 20] 59.0
[4, 5, 17, 19] 1.0
[2, 6, 17, 18] -44.0
[3, 6, 7, 13] -70.0
[1, 5, 17, 18] 53.0
[5, 10, 15, 16] 13.0
[4, 5, 15, 19] -54.0
[2, 11, 13, 18] 32.0
[1, 5, 12, 18] -47.0
[3, 6, 7, 9] 98.0
[1, 4, 18, 20] 91.0
[2, 9, 16, 19] 88.0
[4, 11, 13, 19] 41.0
[12, 15, 16, 19] 5.0
[9, 13, 16, 18] 49.0
[3, 11, 17, 20] -59.0
[5, 9, 12, 20] 30.0
[1, 6, 8, 11] -26.0
[7, 8, 9, 16] 38.0
[1, 3, 9, 11] 14.0
[3, 5, 11, 12] -58.0
[2, 7, 15, 19] -84.0
[4, 7, 9, 10] 8.0
[12, 13, 17, 20] 84.0
[2, 3, 12, 14] 57.0
[3, 4, 9, 10] -87.0
[1, 8, 10, 11] 21.0
[3, 15, 18, 20] -65.0
[3, 7, 18, 20] -47.0
[4, 7, 10, 12] 97.0
[4, 6, 7, 11] -87.0
[1, 12, 14, 20] -1.0
[6, 9, 11, 12] 63.0
[3, 14, 15, 17] -9.0
[12, 13, 14, 18] -58.0
[3, 11, 12, 15] 28.0
[7, 13, 14, 18] -73.0
[5, 6, 8, 9] -54.0
[2, 6, 11, 12] -40.0
[2, 17, 18, 19] -9.0
[1, 6, 17, 19] 99.0
[4, 7, 9, 16] 28.0
[6, 7, 19, 20] 86.0
[11, 12, 18, 20] 22.0
[2, 8, 9, 18] -75.0
[2, 13, 16, 20] -42.0
[6, 9, 13, 17] 18.0
[1, 6, 9, 19] -66.0
[1, 7, 8, 9] 10.0
[1, 4, 5, 18] -79.0
[5, 12, 14, 15] -55.0
[2, 6, 7, 20] 75.0
[8, 9, 10, 17] 69.0
[2, 7, 13, 19] -23.0
