#Variables 30
#Constraints 0
Objsense Min
VariablesInfo
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
Objective 150
Offset 0.0
[5, 8, 15, 30] 48.0
[7, 15, 18, 25] 86.0
[3, 6, 27, 28] 17.0
[3, 7, 8, 14] 46.0
[3, 18, 22, 26] 25.0
[10, 16, 24, 27] -68.0
[1, 11, 15, 28] 51.0
[2, 8, 24, 27] 3.0
[9, 13, 20, 30] 92.0
[9, 18, 19, 24] -92.0
[5, 8, 12, 13] 23.0
[3, 13, 16, 30] -55.0
[1, 19, 25, 28] -14.0
[1, 16, 19, 25] 84.0
[4, 6, 15, 29] 31.0
[10, 16, 24, 30] 88.0
[6, 10, 18, 26] 37.0
[7, 8, 12, 28] -2.0
[9, 14, 15, 26] -70.0
[6, 8, 12, 16] -75.0
[16, 17, 24, 28] -99.0
[6, 14, 25, 30] -77.0
[3, 6, 12, 17] 72.0
[5, 7, 27, 28] 9.0
[11, 19, 22, 26] 86.0
[3, 27, 29, 30] 97.0
[1, 9, 22, 25] 93.0
[1, 14, 18, 28] -73.0
[14, 20, 28, 29] -25.0
[3, 7, 10, 13] -42.0
[1, 14, 15, 21] -68.0
[1, 5, 14, 16] 70.0
[1, 10, 11, 30] -89.0
[5, 8, 16, 21] 84.0
[1, 7, 18, 30] -29.0
[2, 8, 25, 29] -47.0
[1, 3, 6, 27] -93.0
[7, 13, 20, 24] 70.0
[8, 10, 22, 23] 39.0
[5, 10, 13, 28] 56.0
[14, 15, 24, 25] 23.0
[2, 10, 14, 20] -12.0
[5, 6, 22, 30] -93.0
[5, 23, 24, 25] -69.0
[5, 14, 15, 26] 10.0
[9, 10, 14, 21] 23.0
[6, 11, 18, 19] -20.0
[10, 14, 22, 27] 42.0
[15, 20, 21, 27] 70.0
[2, 3, 8, 15] -78.0
[3, 9, 14, 17] 45.0
[6, 26, 28, 29] -39.0
[1, 3, 23, 26] 20.0
[2, 3, 4, 30] 93.0
[2, 3, 21, 28] -87.0
[5, 11, 15, 24] 28.0
[1, 7, 17, 18] -62.0
[9, 15, 17, 18] 16.0
[8, 12, 13, 27] 95.0
[5, 14, 18, 24] 83.0
[4, 11, 18, 22] -78.0
[7, 14, 16, 28] -52.0
[9, 10, 14, 28] -66.0
[4, 23, 28, 30] -72.0
[4, 12, 20, 23] -9.0
[4, 17, 26, 27] -46.0
[12, 15, 17, 25] 81.0
[4, 6, 23, 30] -93.0
[3, 4, 10, 30] -30.0
[13, 14, 18, 26] -20.0
[1, 4, 5, 23] 61.0
[1, 13, 24, 29] 92.0
[9, 13, 22, 24] 56.0
[11, 24, 26, 30] -88.0
[9, 13, 17, 29] -72.0
[8, 13, 18, 28] -88.0
[12, 13, 16, 18] -73.0
[23, 25, 27, 29] 42.0
[3, 8, 20, 28] 41.0
[6, 13, 20, 26] 57.0
[11, 12, 17, 25] 75.0
[5, 7, 21, 27] 82.0
[6, 12, 14, 19] 48.0
[11, 19, 21, 22] -84.0
[10, 16, 18, 20] 10.0
[2, 14, 23, 29] -98.0
[13, 14, 27, 30] -83.0
[1, 6, 19, 25] 40.0
[3, 9, 15, 17] -62.0
[3, 5, 19, 27] -22.0
[23, 24, 26, 28] -52.0
[20, 25, 26, 27] 65.0
[12, 15, 24, 25] 41.0
[5, 7, 15, 25] -93.0
[11, 14, 16, 19] -84.0
[14, 15, 17, 25] 7.0
[15, 17, 25, 27] -50.0
[8, 10, 12, 22] 64.0
[4, 8, 13, 14] -61.0
[1, 8, 11, 14] 56.0
[21, 23, 25, 30] -74.0
[2, 13, 21, 24] 23.0
[5, 6, 20, 23] 11.0
[8, 15, 16, 19] -10.0
[14, 18, 26, 30] -78.0
[4, 8, 13, 23] -68.0
[5, 12, 21, 28] 20.0
[11, 12, 18, 21] 8.0
[18, 22, 24, 27] -27.0
[12, 13, 21, 23] 51.0
[8, 17, 21, 29] 6.0
[6, 8, 9, 16] 70.0
[17, 19, 28, 29] -37.0
[1, 3, 4, 15] -65.0
[19, 21, 29, 30] 52.0
[5, 13, 15, 29] 16.0
[7, 14, 20, 21] 49.0
[6, 14, 19, 27] -50.0
[12, 13, 20, 22] 59.0
[1, 3, 5, 6] -32.0
[13, 14, 19, 26] 4.0
[8, 10, 11, 24] -73.0
[4, 10, 19, 20] 79.0
[4, 16, 17, 18] 36.0
[10, 16, 28, 30] -78.0
[4, 13, 20, 30] 73.0
[8, 9, 10, 19] -96.0
[3, 13, 18, 21] 3.0
[3, 17, 18, 26] -9.0
[9, 13, 25, 27] -43.0
[10, 11, 13, 17] -41.0
[12, 20, 22, 30] -71.0
[3, 10, 11, 20] 97.0
[7, 10, 11, 30] 42.0
[8, 10, 20, 23] -98.0
[3, 7, 12, 20] -75.0
[9, 12, 14, 21] 55.0
[10, 13, 15, 18] -86.0
[6, 12, 22, 26] -21.0
[3, 22, 26, 30] -65.0
[8, 14, 17, 28] -58.0
[1, 12, 16, 18] 5.0
[5, 19, 23, 30] -22.0
[10, 14, 23, 24] -47.0
[3, 14, 16, 21] 12.0
[2, 25, 26, 29] -60.0
[4, 10, 17, 24] -87.0
[1, 5, 8, 9] 34.0
[3, 21, 27, 30] -37.0
[2, 18, 20, 24] 98.0
