#Variables 35
#Constraints 0
Objsense Min
VariablesInfo
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
Objective 70
Offset 0.0
[1, 4, 9, 11] -27.0
[6, 9, 16, 30] -83.0
[3, 12, 19, 23] 52.0
[3, 11, 17, 31] 61.0
[2, 4, 8, 9] -81.0
[2, 3, 6, 10] -46.0
[4, 11, 29, 30] -32.0
[4, 7, 28, 31] -28.0
[4, 5, 7, 15] 48.0
[7, 30, 33, 35] 5.0
[3, 14, 26, 32] -76.0
[14, 24, 32, 33] 3.0
[1, 17, 25, 28] 88.0
[8, 12, 21, 33] 80.0
[5, 13, 15, 16] -56.0
[3, 11, 25, 34] -27.0
[5, 8, 32, 35] 94.0
[12, 13, 18, 35] -93.0
[1, 21, 27, 28] -28.0
[5, 11, 18, 25] 28.0
[15, 18, 26, 35] -29.0
[8, 20, 27, 31] 25.0
[18, 26, 31, 34] -59.0
[5, 6, 13, 26] 87.0
[19, 24, 29, 31] 72.0
[3, 7, 25, 32] -62.0
[7, 11, 17, 19] -35.0
[5, 21, 22, 31] -45.0
[9, 11, 18, 31] -25.0
[18, 24, 29, 30] 94.0
[1, 2, 13, 17] 16.0
[2, 7, 11, 26] 76.0
[8, 10, 15, 19] -26.0
[7, 23, 24, 33] -49.0
[7, 16, 21, 24] -28.0
[2, 19, 32, 33] -84.0
[22, 25, 26, 27] 41.0
[1, 2, 8, 14] 8.0
[4, 8, 22, 33] 78.0
[13, 15, 26, 28] -29.0
[7, 16, 24, 32] -90.0
[3, 5, 26, 27] -39.0
[6, 13, 20, 26] 50.0
[11, 13, 16, 20] -53.0
[5, 7, 22, 34] 6.0
[11, 14, 25, 32] -84.0
[8, 10, 12, 14] -2.0
[9, 15, 22, 33] 89.0
[5, 12, 16, 22] -20.0
[1, 20, 22, 30] -89.0
[3, 10, 34, 35] 70.0
[12, 15, 16, 23] -71.0
[16, 21, 23, 31] -68.0
[14, 16, 19, 28] -91.0
[8, 9, 27, 29] 60.0
[1, 2, 6, 23] 87.0
[5, 21, 25, 33] -26.0
[4, 9, 11, 29] -21.0
[11, 15, 17, 27] 56.0
[27, 31, 33, 35] -46.0
[1, 11, 18, 26] 90.0
[4, 17, 18, 26] 14.0
[5, 10, 14, 17] -51.0
[11, 14, 18, 22] 89.0
[4, 12, 21, 24] 100.0
[2, 8, 9, 21] 21.0
[1, 8, 20, 32] 80.0
[12, 21, 22, 30] -57.0
[5, 12, 26, 33] 82.0
[1, 13, 20, 21] -75.0
