#Variables 30
#Constraints 0
Objsense Min
VariablesInfo
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
Objective 90
Offset 0.0
[1, 12, 13, 29] 89.0
[8, 14, 19, 20] 100.0
[8, 10, 16, 17] 27.0
[7, 13, 19, 28] 41.0
[5, 9, 13, 24] -23.0
[5, 9, 18, 22] 23.0
[8, 11, 20, 27] -30.0
[7, 11, 13, 26] -20.0
[18, 19, 22, 25] 4.0
[5, 13, 18, 26] 70.0
[15, 19, 21, 25] -19.0
[4, 13, 15, 21] -36.0
[9, 15, 16, 18] 92.0
[2, 3, 7, 18] 80.0
[5, 10, 12, 13] -33.0
[1, 13, 20, 28] -21.0
[8, 14, 21, 24] 43.0
[5, 6, 15, 20] -70.0
[3, 15, 25, 29] -79.0
[10, 19, 25, 29] -35.0
[1, 7, 9, 24] 20.0
[8, 13, 18, 25] 41.0
[3, 18, 21, 28] -55.0
[4, 13, 14, 26] -62.0
[10, 23, 25, 30] -88.0
[5, 15, 25, 29] 54.0
[2, 10, 12, 19] -16.0
[7, 15, 21, 24] 39.0
[4, 5, 8, 18] -56.0
[11, 20, 24, 28] -73.0
[16, 18, 21, 29] 88.0
[2, 9, 16, 26] 48.0
[1, 19, 28, 30] -40.0
[18, 20, 21, 25] -71.0
[2, 5, 7, 26] 48.0
[16, 21, 22, 25] 17.0
[3, 4, 13, 19] -73.0
[8, 12, 23, 28] 17.0
[3, 11, 24, 29] 35.0
[4, 11, 17, 18] 9.0
[1, 17, 19, 30] 97.0
[8, 14, 17, 29] 60.0
[2, 5, 6, 13] -40.0
[15, 18, 22, 23] 44.0
[12, 15, 16, 18] -97.0
[4, 15, 18, 30] 92.0
[22, 24, 25, 30] -11.0
[2, 17, 18, 19] 7.0
[2, 6, 10, 19] 40.0
[14, 20, 24, 28] -8.0
[11, 14, 21, 27] -36.0
[12, 22, 28, 30] -1.0
[6, 22, 24, 29] 83.0
[11, 15, 23, 30] 27.0
[14, 22, 26, 29] 90.0
[14, 15, 24, 26] 71.0
[3, 13, 22, 23] 67.0
[11, 13, 14, 15] 53.0
[4, 12, 21, 27] -44.0
[9, 12, 16, 28] 24.0
[1, 2, 21, 26] -46.0
[3, 11, 12, 23] 87.0
[1, 13, 15, 19] -42.0
[1, 2, 13, 16] -68.0
[5, 10, 12, 27] -27.0
[14, 20, 26, 27] 64.0
[11, 20, 21, 29] 10.0
[6, 13, 15, 23] -25.0
[5, 14, 19, 26] -99.0
[5, 10, 12, 16] 33.0
[5, 6, 8, 25] 62.0
[6, 15, 22, 28] -10.0
[4, 8, 25, 28] 68.0
[7, 17, 22, 24] -38.0
[18, 20, 23, 28] 9.0
[3, 4, 20, 25] -66.0
[13, 20, 27, 28] -16.0
[14, 17, 25, 27] -1.0
[5, 6, 10, 23] -66.0
[11, 12, 18, 22] 77.0
[2, 3, 14, 24] 85.0
[7, 15, 20, 23] 23.0
[13, 17, 19, 20] -27.0
[10, 11, 17, 19] -45.0
[11, 14, 24, 29] -17.0
[2, 7, 12, 14] 94.0
[4, 14, 24, 26] -59.0
[1, 3, 19, 29] 36.0
[2, 8, 10, 17] 63.0
[3, 21, 25, 27] 24.0
