#Variables 30
#Constraints 0
Objsense Min
VariablesInfo
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
Objective 120
Offset 0.0
[3, 11, 17, 29] 64.0
[4, 6, 16, 26] -1.0
[13, 16, 24, 26] 67.0
[8, 17, 20, 23] 17.0
[2, 13, 23, 30] -89.0
[4, 5, 10, 30] -79.0
[3, 21, 23, 25] 17.0
[13, 18, 19, 26] -38.0
[11, 18, 23, 27] 14.0
[4, 8, 21, 27] -5.0
[9, 23, 24, 25] -97.0
[3, 5, 6, 24] 36.0
[6, 18, 25, 29] -62.0
[2, 9, 17, 24] 72.0
[10, 14, 26, 27] 53.0
[6, 8, 12, 24] -76.0
[1, 14, 15, 26] -8.0
[1, 16, 24, 30] 46.0
[3, 13, 15, 22] 97.0
[14, 17, 18, 21] 21.0
[8, 12, 15, 22] -82.0
[5, 9, 10, 17] 60.0
[1, 27, 28, 29] -1.0
[4, 14, 17, 30] -81.0
[2, 15, 20, 23] -29.0
[5, 8, 23, 30] 21.0
[6, 20, 23, 30] -66.0
[3, 6, 17, 21] 95.0
[3, 9, 10, 11] 26.0
[3, 14, 19, 24] 55.0
[10, 13, 22, 29] 31.0
[7, 12, 17, 22] 46.0
[8, 13, 16, 24] -13.0
[14, 16, 17, 19] -57.0
[11, 15, 17, 20] 51.0
[3, 12, 25, 28] 95.0
[14, 23, 25, 28] -71.0
[17, 21, 23, 28] -54.0
[4, 6, 13, 14] 19.0
[3, 10, 11, 30] 12.0
[9, 10, 23, 30] -26.0
[8, 9, 12, 30] 4.0
[1, 6, 7, 10] -94.0
[14, 16, 19, 26] -35.0
[14, 17, 19, 23] 66.0
[9, 24, 25, 27] 63.0
[3, 6, 8, 17] -1.0
[5, 7, 17, 21] 53.0
[1, 6, 29, 30] 28.0
[4, 7, 9, 11] 58.0
[1, 11, 15, 27] -82.0
[11, 15, 23, 28] 62.0
[15, 16, 17, 23] 66.0
[6, 12, 18, 19] 64.0
[3, 6, 8, 14] -56.0
[9, 11, 23, 28] -28.0
[5, 20, 25, 28] 24.0
[1, 7, 11, 27] -50.0
[4, 12, 21, 29] 62.0
[12, 23, 24, 26] 78.0
[4, 15, 20, 26] -58.0
[3, 4, 10, 26] 20.0
[11, 12, 16, 23] -50.0
[2, 13, 15, 29] 30.0
[19, 22, 29, 30] 74.0
[1, 14, 24, 30] -5.0
[5, 9, 10, 27] 48.0
[16, 20, 23, 26] -34.0
[3, 7, 11, 18] 38.0
[3, 8, 13, 17] 42.0
[5, 12, 14, 25] 48.0
[6, 8, 9, 24] -18.0
[4, 9, 12, 22] -24.0
[12, 15, 23, 26] -4.0
[4, 8, 10, 11] 20.0
[6, 12, 18, 25] 75.0
[5, 14, 15, 28] -22.0
[8, 14, 16, 17] -69.0
[8, 11, 21, 30] 96.0
[7, 16, 24, 25] -31.0
[5, 16, 24, 25] -84.0
[11, 25, 28, 30] 8.0
[9, 17, 21, 28] 20.0
[9, 11, 13, 17] 92.0
[4, 10, 15, 29] -59.0
[14, 16, 20, 27] -39.0
[1, 11, 18, 21] 95.0
[2, 17, 26, 28] 26.0
[2, 10, 13, 19] 54.0
[6, 16, 21, 30] -51.0
[18, 21, 23, 26] -17.0
[1, 8, 12, 16] 68.0
[1, 7, 14, 26] -58.0
[7, 17, 23, 25] 63.0
[11, 12, 22, 23] 4.0
[1, 4, 7, 18] 89.0
[4, 13, 16, 24] 54.0
[3, 11, 13, 24] 59.0
[4, 7, 9, 14] 67.0
[7, 11, 14, 28] 95.0
[2, 5, 29, 30] 87.0
[10, 12, 15, 23] 14.0
[1, 4, 15, 16] 100.0
[5, 11, 15, 18] -85.0
[1, 4, 10, 21] 44.0
[12, 21, 23, 27] 89.0
[17, 19, 21, 30] 15.0
[7, 10, 16, 22] 86.0
[12, 14, 15, 27] -67.0
[2, 7, 9, 11] -64.0
[4, 7, 13, 30] 11.0
[4, 9, 13, 27] -19.0
[1, 12, 19, 20] 21.0
[8, 10, 15, 28] 37.0
[3, 7, 19, 21] 70.0
[2, 3, 6, 30] 96.0
[6, 8, 13, 23] 100.0
[5, 7, 20, 27] -70.0
[16, 21, 23, 28] 73.0
[11, 14, 15, 17] 87.0
