#Variables 20
#Constraints 0
Objsense Min
VariablesInfo
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
0.0 1.0 Cont
Objective 70
Offset 0.0
[4, 7, 16, 19] 39.0
[4, 8, 12, 15] -28.0
[5, 12, 15, 16] -29.0
[6, 13, 15, 18] -27.0
[1, 4, 11, 17] 63.0
[1, 2, 11, 18] 83.0
[2, 6, 10, 19] 77.0
[1, 10, 16, 18] -68.0
[1, 4, 18, 19] -59.0
[1, 4, 9, 12] 4.0
[11, 13, 15, 17] 52.0
[15, 17, 19, 20] 99.0
[6, 7, 11, 13] 100.0
[3, 9, 13, 14] -21.0
[3, 4, 13, 17] -24.0
[5, 12, 16, 20] -53.0
[7, 11, 13, 17] -100.0
[4, 12, 13, 18] 71.0
[2, 3, 7, 11] -1.0
[10, 12, 14, 16] -39.0
[4, 5, 12, 19] -9.0
[8, 9, 14, 18] -27.0
[7, 11, 17, 20] -61.0
[14, 17, 18, 19] -40.0
[5, 9, 12, 14] 48.0
[7, 10, 12, 20] -56.0
[5, 14, 16, 18] -92.0
[6, 7, 8, 17] 18.0
[4, 5, 7, 20] 82.0
[10, 11, 13, 18] -35.0
[6, 12, 16, 18] 91.0
[3, 5, 13, 20] -76.0
[3, 4, 8, 11] 5.0
[5, 7, 8, 10] 21.0
[1, 2, 6, 9] 100.0
[1, 2, 8, 14] -79.0
[5, 6, 16, 17] 0.0
[3, 5, 12, 17] -33.0
[4, 9, 17, 18] -74.0
[7, 11, 16, 19] -81.0
[1, 6, 10, 17] -70.0
[2, 10, 13, 17] -95.0
[6, 9, 10, 20] -93.0
[3, 5, 6, 19] 80.0
[6, 9, 17, 18] -45.0
[2, 4, 8, 12] 57.0
[3, 10, 15, 20] 19.0
[1, 2, 11, 16] -9.0
[3, 5, 10, 19] -18.0
[1, 6, 16, 20] -83.0
[3, 5, 6, 13] -13.0
[12, 14, 19, 20] 63.0
[2, 5, 9, 10] -1.0
[1, 5, 13, 14] -58.0
[5, 6, 11, 14] 1.0
[2, 5, 12, 13] 30.0
[5, 9, 10, 19] -9.0
[3, 7, 13, 17] -31.0
[1, 7, 10, 20] 43.0
[1, 5, 9, 10] -69.0
[5, 8, 10, 16] 83.0
[4, 5, 12, 18] -86.0
[3, 5, 12, 20] -33.0
[3, 6, 8, 15] -94.0
[6, 14, 15, 19] 75.0
[1, 10, 11, 16] 24.0
[8, 9, 11, 19] 45.0
[4, 7, 17, 19] 51.0
[4, 8, 13, 16] 33.0
[3, 7, 11, 16] 66.0
